classification,report_date,termination_date,termination_speed,status,recall_reason,recall_category,manufacturer_name,product_type,route,notification_type
Class I,2014-05-07,2015-07-22,526,Terminated,NON,Uncategorized,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAPERITONEAL,Letter
Class II,2015-09-23,2017-04-03,592,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-08-09,2020-01-08,1014,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class II,2018-07-25,2018-11-28,146,Terminated,INCORRECT PRODUCT FORMULATION,Uncategorized,nan,nan,nan,Letter
Class II,2020-09-02,2021-06-10,300,Terminated,SUB,Uncategorized,Hikma Pharmaceuticals USA ., PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2021-07-21,2022-12-28,544,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Major Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-08-14,2013-12-24,217,Terminated,UNIT DOSE MISPACKAGING,Uncategorized,nan,nan,nan,Letter
Class III,2013-08-28,2014-01-21,190,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class III,2013-09-25,2014-07-25,329,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-05-07,2016-06-22,835,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,AbbVie ., PRESCRIPTION DRUG,nan,Letter
Class II,2017-03-22,2018-03-01,391,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2018-06-13,2020-01-13,594,Terminated,RESUSPENSION PROBLEMS,Uncategorized,Pharmaceutical Associates, PRESCRIPTION DRUG,ORAL,Letter
Class II,2021-07-14,2022-12-28,551,Terminated,LOW OUT OF SPECIFICATION RESULTS FOR EPINEPHRINE ASSAY.,Uncategorized,Fresenius Kabi USA, PRESCRIPTION DRUG,"INFILTRATION', 'PERINEURAL",Letter
Class II,2021-11-17,2022-09-01,311,Terminated,INCORRECT PRODUCT FORMULATION,Uncategorized,NorthStar RxLLC, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-06-22,2023-02-08,243,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2022-08-10,2023-04-18,271,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,nan
Class I,2013-04-24,2015-08-21,1050,Terminated,NON,Uncategorized,nan,nan,nan,Press Release
Class III,2014-02-12,2014-04-11,214,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class I,2014-11-26,2016-10-07,1243,Terminated,NON,Uncategorized,nan,nan,nan,Telephone
Class II,2017-05-17,2018-03-29,335,Terminated,CRYSTALLIZATION,Uncategorized,Par Pharmaceutical, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2018-02-21,2020-02-05,775,Terminated,TEMPERATURE ABUSE,Uncategorized,Camber Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2018-02-14,2020-02-03,745,Terminated,DISCOLORATION,Uncategorized,Cosette Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2015-07-15,2016-09-22,450,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2021-12-01,,,Completed,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class II,2023-03-15,,,Ongoing,FAILED DISSOLUTION SPECIFICATION,Uncategorized,American Health Packaging, PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-04-16,2015-01-26,305,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Boehringer Ingelheim Pharmaceuticals, PRESCRIPTION DRUG,"ORAL', 'RESPIRATORY (INHALATION)",Letter
Class II,2017-01-18,2018-03-26,475,Terminated,DISCOLORATION,Uncategorized,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,nan
Class III,2017-09-13,2020-05-19,995,Terminated,FAILED MOISTURE LIMITS,Uncategorized,nan,nan,nan,Letter
Class II,2018-04-04,2020-07-16,871,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Padagis US , PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2018-11-14,2022-08-12,1397,Terminated,FAILED PH SPECIFICATIONS,Uncategorized,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2021-04-07,2023-06-07,818,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,nan,nan,nan,Letter
Class II,2022-08-24,,,Ongoing,TEMPERATURE ABUSE,Uncategorized,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2016-03-09,2017-01-13,389,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class II,2016-08-24,2017-07-03,368,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2019-03-13,2020-03-18,390,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Ascend Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class I,2020-03-04,2023-12-11,1403,Terminated,RESUSPENSION PROBLEMS,Uncategorized,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-02-09,2022-12-21,337,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,nan
Class II,2013-06-12,2013-07-29,845,Terminated,FAILED TABLET,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-02-12,2015-02-26,706,Terminated,FAILED TABLET,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-10-22,2016-02-23,508,Terminated,INCORRECT OR MISSING LOT AND,Uncategorized,Sagent Pharmaceuticals, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-02-08,2018-06-29,533,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-12-06,2020-05-11,914,Terminated,FAILED DISSOLUTION SPECIFICATIONS.,Uncategorized,nan,nan,nan,Letter
Class II,2019-12-18,2020-12-01,455,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2020-02-19,2021-06-03,477,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-01-26,2023-06-01,540,Terminated,DEFECTIVE CONTAINER,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2013-03-20,2013-07-26,196,Terminated,DOES NOT MEET MONOGRAPH,Uncategorized,AstraZeneca Pharmaceuticals LP, PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class III,2013-08-14,2014-07-07,334,Terminated,CONTRACEPTIVE TABLETS OUT OF SEQUENCE,Uncategorized,nan,nan,nan,Letter
Class III,2016-07-20,2022-06-15,2332,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,nan,nan,nan,Letter
Class III,2017-02-01,2018-07-11,568,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2019-03-13,,,Completed,CONTRACEPTIVE TABLETS OUT OF SEQUENCE,Uncategorized,nan,nan,nan,Press Release
Class II,2019-06-19,2021-03-08,647,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2019-06-19,2022-05-02,1064,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,VAGINAL,Letter
Class II,2021-03-10,2022-02-17,356,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Dr. Reddys Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class II,2021-09-29,2023-02-19,570,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2022-05-25,,,Completed,TEMPERATURE ABUSE,Uncategorized,Eli Lilly  Company, PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class II,2022-06-01,,,Ongoing,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2022-08-03,,,Completed,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2022-07-27,,,Completed,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2023-09-27,,,Ongoing,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class I,2013-08-14,2015-05-05,722,Terminated,FAILED TABLET,Uncategorized,Zydus Pharmaceuticals USA ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-08-13,2015-01-23,499,Terminated,NON,Uncategorized,Janssen Pharmaceuticals, PRESCRIPTION DRUG,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-06-11,2017-03-14,1140,Terminated,DEFECTIVE CONTAINER,Uncategorized,Greenstone , PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-11-26,2015-12-22,456,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,Micro Labs Limited, PRESCRIPTION DRUG,ORAL,Letter
Class I,2015-06-03,2017-01-02,663,Terminated,NON,Uncategorized,nan,nan,nan,Letter
Class II,2017-11-08,2018-05-02,189,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2019-03-27,2020-06-26,471,Terminated,DEFECTIVE CONTAINER,Uncategorized,Lupin Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2020-01-08,2022-08-09,998,Terminated,UNIT DOSE MISPACKAGING,Uncategorized,Akorn Operating Company , PRESCRIPTION DRUG,ORAL,Letter
Class III,2020-01-22,2022-11-22,1086,Terminated,DISCOLORATION,Uncategorized,Aurobindo Pharma Limited, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2012-10-10,2013-11-19,455,Terminated,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Letter
Class II,2013-03-13,2014-01-14,410,Terminated,DISCOLORATION,Uncategorized,nan,nan,nan,Letter
Class II,2013-04-10,2014-01-15,342,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2014-04-09,2015-04-01,425,Terminated,GOOD MANUFACTURING PRACTICES DEVIATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2015-01-14,2015-11-20,340,Terminated,FAILED CAPSULE,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-12-19,,,Ongoing,GCMP DEVIATIONS,Uncategorized,Mylan Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Press Release
Class II,2018-12-19,2020-06-25,563,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,"[""Dr.Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,Letter
Class III,2022-01-26,2023-10-20,654,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,RUGBY LABORATORIES, OTC DRUG,ORAL,Letter
Class II,2023-02-01,,,Ongoing,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Ascend Laboratories, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2015-10-14,2019-03-20,1332,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class I,2016-10-19,2016-10-12,201,Terminated,NON,Uncategorized,nan,nan,nan,Letter
Class III,2016-09-14,2017-10-23,426,Terminated,STASON PHARMACEUTICALS IS RECALLING SELEGILINE HCL TABLETS,Uncategorized,nan,nan,nan,Letter
Class II,2017-01-18,2019-03-20,940,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class II,2018-09-26,2020-09-04,724,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Torrent Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-01-16,2020-10-06,650,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,VAGINAL,Letter
Class III,2019-04-17,2020-02-27,342,Terminated,FAILED PH SPECIFICATION,Uncategorized,nan,nan,nan,Telephone
Class I,2019-08-07,2021-05-07,668,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,E-Mail
Class II,2020-12-23,2023-07-18,953,Terminated,FAILED PH SPECIFICATIONS,Uncategorized,Hikma Pharmaceuticals USA ., PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS",E-Mail
Class II,2021-12-22,2022-01-04,32,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2022-03-30,2022-08-04,143,Terminated,DEFECTIVE CONTAINER,Uncategorized,nan,nan,nan,Letter
Class III,2023-03-29,2023-10-18,223,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2012-08-29,2013-03-27,271,Terminated,FAILED USP DISSOLUTION TEST REQUIREMENTS,Uncategorized,nan,nan,nan,Letter
Class III,2017-01-25,2017-06-29,210,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2021-09-08,2022-08-22,385,Terminated,NON,Uncategorized,Akorn, OTC DRUG,OPHTHALMIC,Letter
Class II,2023-11-15,,,Completed,CRYSTALLIZATION,Uncategorized,Par Pharmaceutical, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2022-03-02,,,Ongoing,FAILED TABLET SPECIFICATIONS,Uncategorized,Rising Pharma Holdings, PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-02-22,,,Completed,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,BluePoint Laboratories, PRESCRIPTION DRUG,ORAL,Letter
Class II,2012-09-26,2016-12-15,1632,Terminated,THE AFFECTED LOTS OF CARBOPLATIN INJECTION,Uncategorized,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2014-07-09,2015-05-06,328,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class III,2014-08-06,2017-04-27,1043,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,nan,nan,nan,Letter
Class III,2015-07-08,2016-10-23,493,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2016-07-13,2017-04-10,381,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Press Release
Class II,2018-07-25,2019-01-18,207,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Letter
Class II,2022-06-29,2023-08-23,440,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Mayne Pharma ., PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class II,2023-03-29,,,Ongoing,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class II,2015-03-11,2015-08-14,185,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-04-29,2017-02-21,700,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,Nomax ., PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2015-05-06,2017-12-04,966,Terminated,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Letter
Class II,2015-07-22,,,Ongoing,CRYSTALLIZATION,Uncategorized,Hospira, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2016-02-03,2016-05-18,131,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Strategic Sourcing Services , OTC DRUG,ORAL,Letter
Class II,2017-02-08,2017-10-19,295,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,"[""Dr. Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-03-25,2023-05-18,1172,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2023-12-13,,,Ongoing,PRODUCT MIX,Uncategorized,nan,nan,nan,nan
Class II,2012-10-03,2013-11-01,470,Terminated,DEFECTIVE CONTAINER,Uncategorized,AbbVie ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-08-05,2017-02-01,558,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Boehringer Ingelheim Pharmaceuticals ., PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class II,2019-05-08,2020-11-06,578,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class I,2021-04-07,2022-11-23,643,Terminated,CRYSTALLIZATION,Uncategorized,Zydus Pharmaceuticals (USA) ., PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-08-14,2014-06-05,366,Terminated,DISCOLORATION,Uncategorized,nan,nan,nan,Letter
Class II,2013-08-07,2014-10-08,462,Terminated,UNIT DOSE MISPACKAGING,Uncategorized,nan,nan,nan,Letter
Class II,2014-06-18,2015-05-01,343,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,"[""Dr. Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-02-18,2015-02-09,14,Terminated,GOOD MANUFACTURING PRACTICES DEVIATIONS,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2016-07-27,2018-03-27,638,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2021-01-20,2022-08-09,589,Terminated,DEFECTIVE CONTAINER,Uncategorized,Akorn, PRESCRIPTION DRUG,ORAL,Letter
Class II,2021-10-06,2022-09-07,380,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Parke-Davis Div of Pfizer , PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-07-06,,,Ongoing,DEFECTIVE CONTAINER,Uncategorized,Akorn, PRESCRIPTION DRUG,NASAL,Letter
Class III,2022-09-28,2023-03-02,164,Terminated,PRODUCT MIX,Uncategorized,Unichem Pharmaceuticals (USA), PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-05-14,2015-05-12,406,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2014-10-08,2016-12-23,974,Terminated,FAILED TABLET,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2015-02-25,2016-12-15,801,Terminated,TEMPERATURE ABUSE,Uncategorized,Hospira, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Telephone
Class III,2015-09-09,2016-03-07,231,Terminated,FAILED TABLET,Uncategorized,Par Pharmaceutical, PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-11-25,2017-11-29,831,Terminated,DEFECTIVE CONTAINER,Uncategorized,Akorn Operating Company , PRESCRIPTION DRUG,AURICULAR (OTIC),Letter
Class III,2019-12-04,2021-04-01,507,Terminated,CRYSTALLIZATION,Uncategorized,AuroMedics Pharma , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2019-12-25,2021-04-29,506,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-02-19,2021-03-08,397,Terminated,DEFECTIVE CONTAINER,Uncategorized,Pfizer Laboratories Div Pfizer , PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-06-17,2021-05-04,341,Terminated,PRODUCT MIX UP,Uncategorized,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-01-06,2022-01-26,400,Terminated,FAILED MOISTURE LIMITS,Uncategorized,Strides Pharma Science Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-03-19,2014-08-25,196,Terminated,FAILED TABLET,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2016-05-18,2016-10-26,257,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Mylan Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2018-10-03,2020-09-09,733,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2019-07-31,2020-09-14,425,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,Lupin Pharmaceuticals, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2022-05-04,,,Ongoing,INCORRECT,Uncategorized,nan,nan,nan,Letter
Class III,2023-11-15,,,Ongoing,SUB,Uncategorized,Zyla Life Sciences US , PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-07-22,2018-08-15,1146,Terminated,TABLETS,Uncategorized,American Health Packaging, PRESCRIPTION DRUG,ORAL,Letter
Class III,2016-08-31,,,Ongoing,CRYSTALLIZATION,Uncategorized,nan,nan,nan,Letter
Class I,2018-11-21,2023-01-24,1541,Terminated,NON,Uncategorized,nan,nan,nan,E-Mail
Class II,2018-12-26,2020-10-02,667,Terminated,SUB,Uncategorized,nan,nan,nan,Telephone
Class III,2020-10-14,2022-09-28,733,Terminated,FAILED IMPURTIES,Uncategorized,VistaPharm, PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-02-18,2015-10-23,275,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class III,2015-08-19,2016-03-08,224,Terminated,INCORRECT EXPIRATION DATE,Uncategorized,Fresenius Kabi USA, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class III,2016-08-10,2017-03-10,238,Terminated,FAILED CONTENT UNIFORMITY SPECIFICATIONS,Uncategorized,nan,nan,nan,Letter
Class II,2017-06-14,2018-11-19,546,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,"[""Dr. Reddys Laboratories Limited""]", PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-08-15,2019-03-28,255,Terminated,API MATERIAL USED IN THE MANUFACTURING OF THE PRODUCT DID NOT RECEIVE REGULATORY APPROVAL PRIOR TO RELEASE.,Uncategorized,nan,nan,nan,Letter
Class II,2018-10-31,2020-02-13,556,Terminated,DEFECTIVE DELIVERY SYSTEM,Uncategorized,Shionogi ., PRESCRIPTION DRUG,ORAL,Letter
Class I,2021-07-21,2023-10-16,847,Terminated,HAND SANITIZER PACKAGED IN BOTTLES THAT RESEMBLE BEVERAGE CONTAINERS.,Uncategorized,nan,nan,nan,Press Release
Class II,2012-08-15,2013-09-19,532,Terminated,TABLET THICKNESS,Uncategorized,nan,nan,nan,Letter
Class III,2013-03-13,2014-03-06,386,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-02-12,2015-06-24,597,Terminated,FAILED DISSOLUTION SPECIFICATION,Uncategorized,nan,nan,nan,Letter
Class II,2014-06-04,2014-11-14,238,Terminated,NON,Uncategorized,"[""Teva Womens Health ""]", PRESCRIPTION DRUG,INTRAUTERINE,Letter
Class II,2015-04-29,2017-03-03,687,Terminated,PRODUCTS FAILED THE ANTIMICROBIAL EFFECTIVENESS TEST,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2016-05-11,2018-08-03,837,Terminated,DEFECTIVE CONTAINER,Uncategorized,VistaPharm, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2019-04-17,2020-07-23,518,Terminated,LACK OF PROCESSING CONTROLS,Uncategorized,nan,nan,nan,Telephone
Class II,2020-12-02,2022-03-23,502,Terminated,FAILED TABLET,Uncategorized,JUBILANT CADISTA PHARMACEUTICALS INC., PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-05-18,2023-07-13,441,Terminated,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,PHARMACIA & UPJOHN COMPANY , PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-08-16,,,Ongoing,OUT OF SPECIFICATION RESULT OBSERVED IN CONTENT UNIFORMITY TESTING,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-09-13,,,Ongoing,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Esperion Therapeutics, PRESCRIPTION DRUG,ORAL,Letter
Class III,2023-10-25,,,Ongoing,FAILED DISSOLUTION SPECIFICATIONS,Uncategorized,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,ORAL,Letter
Class II,2012-07-04,2013-02-07,336,Terminated,FAILED USP DISSOLUTION TEST REQUIREMENTS,Uncategorized,nan,nan,nan,Letter
Class I,2013-12-25,2014-09-30,389,Terminated,NON,Uncategorized,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class I,2014-11-26,2016-08-03,1160,Terminated,NON,Uncategorized,nan,nan,nan,Telephone
